Authors,Title,Journal/Book,Year,PMID/ISBN,Cell Identifier,Name of file containing figure,Figure/Table,Quote reference id,Representative?,,,
"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. II. The medial entorhinal cortex,Hippocampus,2011,22161956,6019,Canto-Witter-2011-1277-Hippocampus_MEC-Fig7A.pdf,figure,611544,,,,
"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. II. The medial entorhinal cortex,Hippocampus,2011,22161956,6017,Canto-Witter-2011-1277-Hippocampus_MEC-Fig9A.pdf,figure,612146,,,,
"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. II. The medial entorhinal cortex,Hippocampus,2011,22161956,6006,Canto-Witter-2011-1277-Hippocampus_MEC-Fig9A.pdf,figure,612146,,,,
"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. II. The medial entorhinal cortex,Hippocampus,2011,22161956,6018,Canto-Witter-2011-1277-Hippocampus_MEC-Fig9A.pdf,figure,612146,,,,
"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. II. The medial entorhinal cortex,Hippocampus,2011,22161956,6024,Canto-Witter-2011-1277-Hippocampus_MEC-Fig9A.pdf,figure,612146,,,,
"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. II. The medial entorhinal cortex,Hippocampus,2011,22161956,6085,Canto-Witter-2011-1277-Hippocampus_MEC-Fig10A.pdf,figure,611560,,,,
"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. II. The medial entorhinal cortex,Hippocampus,2011,22161956,6023,Canto-Witter-2011-1277-Hippocampus_MEC-Fig10A.pdf,figure,611560,,,,
"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. II. The medial entorhinal cortex,Hippocampus,2011,22161956,6021,Canto-Witter-2011-1277-Hippocampus_MEC-Fig10A.pdf,figure,611560,,,,
"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. II. The medial entorhinal cortex,Hippocampus,2011,22161956,6002,Canto-Witter-2011-1277-Hippocampus_MEC-Fig10A.pdf,figure,611560,,,,
"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. II. The medial entorhinal cortex,Hippocampus,2011,22161956,6033,Canto-Witter-2011-1277-Hippocampus_MEC-Fig10A.pdf,figure,611560,,,,
"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. II. The medial entorhinal cortex,Hippocampus,2011,22161956,6052,Canto-Witter-2011-1277-Hippocampus_MEC-Fig11A.pdf,figure,612147,,,,
"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. II. The medial entorhinal cortex,Hippocampus,2011,22161956,6086,Canto-Witter-2011-1277-Hippocampus_MEC-Fig11A.pdf,figure,612147,,,,
"Canto CB, Wouterlood FG, Witter MP",What does the anatomical organization of the entorhinal cortex tell us?,Neural Plasticity,2008,18769556,6053,Canto-Witter-2008-381243-NeuralPlast-Fig2.pdf,figure,612089,,,,
"Canto CB, Wouterlood FG, Witter MP",What does the anatomical organization of the entorhinal cortex tell us?,Neural Plasticity,2008,18769556,6005,Canto-Witter-2008-381243-NeuralPlast-Fig2.pdf,figure,612089,,,, 
"Canto CB, Wouterlood FG, Witter MP",What does the anatomical organization of the entorhinal cortex tell us?,Neural Plasticity,2008,18769556,6082,Canto-Witter-2008-381243-NeuralPlast-Fig2.pdf,figure,612089,,,,
"Canto CB, Wouterlood FG, Witter MP",What does the anatomical organization of the entorhinal cortex tell us?,Neural Plasticity,2008,18769556,6085,Canto-Witter-2008-381243-NeuralPlast-Fig2.pdf,figure,612089,,,,
"Canto CB, Wouterlood FG, Witter MP",What does the anatomical organization of the entorhinal cortex tell us?,Neural Plasticity,2008,18769556,6021,Canto-Witter-2008-381243-NeuralPlast-Fig2.pdf,figure,612089,,,,
"Canto CB, Wouterlood FG, Witter MP",What does the anatomical organization of the entorhinal cortex tell us?,Neural Plasticity,2008,18769556,6095,Canto-Witter-2008-381243-NeuralPlast-Fig2.pdf,figure,612089,,, ,
"Canto CB, Wouterlood FG, Witter MP",What does the anatomical organization of the entorhinal cortex tell us?,Neural Plasticity,2008,18769556,6086,Canto-Witter-2008-381243-NeuralPlast-Fig2.pdf,figure,612089,,,,
"Canto CB, Wouterlood FG, Witter MP",What does the anatomical organization of the entorhinal cortex tell us?,Neural Plasticity,2008,18769556,6082,Canto-Witter-2008-381243-NeuralPlast-Fig2A.pdf,figure,612089,,,,
"Canto CB, Wouterlood FG, Witter MP",What does the anatomical organization of the entorhinal cortex tell us?,Neural Plasticity,2008,18769556,6053,Canto-Witter-2008-381243-NeuralPlast-Fig2A.pdf,figure,612089,,,,
"Canto CB, Wouterlood FG, Witter MP",What does the anatomical organization of the entorhinal cortex tell us?,Neural Plasticity,2008,18769556,6005,Canto-Witter-2008-381243-NeuralPlast-Fig2A.pdf,figure,612089,,,,
"Canto CB, Wouterlood FG, Witter MP",What does the anatomical organization of the entorhinal cortex tell us?,Neural Plasticity,2008,18769556,6021,Canto-Witter-2008-381243-NeuralPlast-Fig2B.pdf,figure,612089,,,,
"Canto CB, Wouterlood FG, Witter MP",What does the anatomical organization of the entorhinal cortex tell us?,Neural Plasticity,2008,18769556,6095,Canto-Witter-2008-381243-NeuralPlast-Fig2B.pdf,figure,612089,,,?,
"Canto CB, Wouterlood FG, Witter MP",What does the anatomical organization of the entorhinal cortex tell us?,Neural Plasticity,2008,18769556,6086,Canto-Witter-2008-381243-NeuralPlast-Fig2B.pdf,figure,612089,,,,
"Claiborne BJ, Amaral DG, Cowan WM.","Quantitative, three-dimensional analysis of granule cell dendrites in the rat dentate gyrus. ",J Comp Neurol,1990,2289972,1000,Claiborne-Cowan-1990-206-JCompNeurol-Fig1A.pdf,figure,611096,,,,
"Claiborne BJ, Amaral DG, Cowan WM.","Quantitative, three-dimensional analysis of granule cell dendrites in the rat dentate gyrus. ",J Comp Neurol,1990,2289972,1000,Claiborne-Cowan-1990-206-JCompNeurol-Tab2.pdf,table,,,,?,
"Claiborne BJ, Amaral DG, Cowan WM.","Quantitative, three-dimensional analysis of granule cell dendrites in the rat dentate gyrus. ",J Comp Neurol,1990,2289972,1000,Claiborne-Cowan-1990-206-JCompNeurol-Fig5A.pdf,figure,611098,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeuro-Fig.3,figure,611102,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig4.pdf,figure,611103,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig.5AB,figure,611107,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig5CD.pdf,figure,611107,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig.6,figure,611108,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig7.pdf,figure,611109,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig.9,figure,611112,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig.12,figure,611115,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig.13,figure,611116,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig.14,figure,611117,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig16.pdf,figure,611118,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig3.pdf,figure,611102,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig4.pdf,figure,611103,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig5AB.pdf,figure,611107,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig5CD.pdf,figure,611107,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig6.pdf,figure,611108,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig7.pdf,figure,611109,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig. 9,figure,611112,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig12.pdf,figure,611115,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig13.pdf,figure,611116,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig14.pdf,figure,611117,,,,
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig16.pdf,figure,611118,,,,
"Cope DW, Maccaferri G, M«_rton LF, Roberts JD, Cobden PM, Somogyi P",Cholecystokinin-immunopositive basket and Schaffer collateral-associated interneurones target different domains of pyramidal cells in the CA1 area of the rat hippocampus,Neuroscience,2002,11784700,4028,Cope-Somogyi-2002-63-Neurosci-Fig2C.pdf,figure,612095,,,,
"Cope DW, Maccaferri G, M«_rton LF, Roberts JD, Cobden PM, Somogyi P",Cholecystokinin-immunopositive basket and Schaffer collateral-associated interneurones target different domains of pyramidal cells in the CA1 area of the rat hippocampus,Neuroscience,2002,11784700,4028,Cope-Somogyi-2002-63-Neurosci-Fig2D.pdf,figure,612095,,,,
"Cossart R, Esclapez M, Hirsch JC, Bernard C, Yehezkel B-A",GluR5 kainate receptor activation in interneurons increases tonic inhibition of pyramidal cells,Nature Neuroscience,1998,10196544,4033,Cossart-BenAri-1998-470-NatureNeuroSci-Tab1.pdf,table,611119,,,,
"Cossart R, Esclapez M, Hirsch JC, Bernard C, Yehezkel B-A",GluR5 kainate receptor activation in interneurons increases tonic inhibition of pyramidal cells,Nature Neuroscience,1998,10196544,4006,Cossart-BenAri-1998-470-NatureNeuroSci-Tab1.pdf,table,611119,,,,
"Cossart R, Esclapez M, Hirsch JC, Bernard C, Yehezkel B-A",GluR5 kainate receptor activation in interneurons increases tonic inhibition of pyramidal cells,Nature Neuroscience,1998,10196544,4006,Cossart-BenAri-1998-470-NatureNeuroSci-Fig6A.pdf,figure,611120,,,,
"Cossart R, Esclapez M, Hirsch JC, Bernard C, Yehezkel B-A",GluR5 kainate receptor activation in interneurons increases tonic inhibition of pyramidal cells,Nature Neuroscience,1998,10196544,4015,Cossart-BenAri-1998-470-NatureNeuroSci-Fig6D.pdf,figure,611120,,,,
"Daw MI, Ticoire L, Erdelyi F, Szabo G, and McBain CJ",Asynchronous transmitter release from cholecystokinin-containing inhibitory interneurons is widespread and target-cell independent,J Neurosci.,2009,19741117,4013,Daw-McBain-2009-11112-JNeurosci-Fig1B.pdf,figure,612096,,,,
"Desmond NL, Levy WB",A quantitative anatomical   study of the granule  cell dendritic  fields  of  the   rat  denrate  gyrus  using  a  novel  probabilistic method.,J Comp Neurol,1982,7187915,1000,Desmond-Levy-1982-131-JCompNeurol-Fig1.pdf,figure,,,,,
"Desmond NL, Levy WB",A quantitative anatomical   study of the granule  cell dendritic  fields  of  the   rat  denrate  gyrus  using  a  novel  probabilistic method.,J Comp Neurol,1982,7187915,1000,Desmond-Levy-1982-131-JCompNeurol-Tab2.pdf,table,,,,,
"Desmond NL, Levy WB",A quantitative anatomical   study of the granule  cell dendritic  fields  of  the   rat  denrate  gyrus  using  a  novel  probabilistic method.,J Comp Neurol,1982,7187915,1000,Desmond-Levy-1982-131-JCompNeurol-Fig4.pdf,figure,,,,,
"Desmond NL, Levy WB",A quantitative anatomical   study of the granule  cell dendritic  fields  of  the   rat  denrate  gyrus  using  a  novel  probabilistic method.,J Comp Neurol,1982,7187915,1000,Desmond-Levy-1982-131-JCompNeurol-Fig6.pdf,figure,,,,,
"Desmond NL, Levy WB",A quantitative anatomical   study of the granule  cell dendritic  fields  of  the   rat  denrate  gyrus  using  a  novel  probabilistic method.,J Comp Neurol,1982,7187915,1000,Desmond-Levy-1982-131-JCompNeurol-Tab3.pdf,table,,,,,
"Dickson CT, Mena AR, Alonso A",Electroresponsiveness  of  medial  entorhinal  cortex  layer  III  neurons  in vitro,Neuroscience,1997,9330357,6017,Dickson-Alonso-1997-937-Neuroscience-Fig1A.pdf,figure,,,,,
"Empson RM, Gloveli T, Schmitz D, Heinemann U.","Electrophysiology  and  morphology  of  a  new  type  of  cellwithin layer II of the rat lateral entorhinal cortex in vitro",Neurosci Lett.,1995,7478170,6005,Empson-Heinemann-1995-149-NeuroSciLetters-Fig1A.pdf,figure,611006,,,,
"Empson RM, Gloveli T, Schmitz D, Heinemann U.","Electrophysiology  and  morphology  of  a  new  type  of  cellwithin layer II of the rat lateral entorhinal cortex in vitro",Neurosci Lett.,1995,7478170,6005,Empson-Heinemann-1995-149-NeuroSciLetters-Fig1B.pdf,figure,611006,,,,
"Ferraguti F, Klausberger T, Cobden P, Baude A, Roberts JD, Szucs P, Kinoshita A, Shigemoto R, Somogyi P, Dalezios Y",Metabotropic glutamate receptor 8-expressing nerve terminals target subsets of GABAergic neurons in the hippocampus,The Journal of Neuroscience,2005,16280590,4035,Ferraguti-Dalezios-2005-10520-JNeurosci-Fig8.pdf,figure,612103,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2028,Freund-Buzsaki-1996-347-Hippocampus-Fig2A.pdf,figure,611832,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2029,Freund-Buzsaki-1996-347-Hippocampus-Fig2B.pdf,figure,611832,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2029,Freund-Buzsaki-1996-347-Hippocampus-Fig4D.pdf,figure,611848,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2000,Freund-Buzsaki-1996-347-Hippocampus-Fig6A.pdf,figure,611850,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1013,Freund-Buzsaki-1996-347-Hippocampus-Fig9.pdf,figure,611862,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1008,Freund-Buzsaki-1996-347-Hippocampus-Fig9.pdf,figure,611862,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1009,Freund-Buzsaki-1996-347-Hippocampus-Fig9.pdf,figure,611862,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4069,Freund-Buzsaki-1996-347-Hippocampus-Fig11A.pdf,figure,611864,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4069,Freund-Buzsaki-1996-347-Hippocampus-Fig11B.pdf,figure,611864,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2030,Freund-Buzsaki-1996-347-Hippocampus-Fig12A.pdf,figure,611874,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4023,Freund-Buzsaki-1996-347-Hippocampus-Fig12B.pdf,figure,611874,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4021,Freund-Buzsaki-1996-347-Hippocampus-Fig13A.pdf,figure,611892,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4022,Freund-Buzsaki-1996-347-Hippocampus-Fig13A.pdf,figure,611892,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4035,Freund-Buzsaki-1996-347-Hippocampus-Fig17.pdf,figure,611900,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4026,Freund-Buzsaki-1996-347-Hippocampus-Fig17.pdf,figure,611900,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2020,Freund-Buzsaki-1996-347-Hippocampus-Fig17.pdf,figure,611900,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4013,Freund-Buzsaki-1996-347-Hippocampus-Fig17.pdf,figure,611900,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4000,Freund-Buzsaki-1996-347-Hippocampus-Fig17.pdf,figure,611900,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4069,Freund-Buzsaki-1996-347-Hippocampus-Fig17.pdf,figure,611900,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4037,Freund-Buzsaki-1996-347-Hippocampus-Fig17.pdf,figure,611900,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2000,Freund-Buzsaki-1996-347-Hippocampus-Fig17.pdf,figure,611900,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1013,Freund-Buzsaki-1996-347-Hippocampus-Fig17.pdf,figure,611900,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1010,Freund-Buzsaki-1996-347-Hippocampus-Fig17.pdf,figure,611900,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1009,Freund-Buzsaki-1996-347-Hippocampus-Fig17.pdf,figure,611900,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1033,Freund-Buzsaki-1996-347-Hippocampus-Fig17.pdf,figure,611900,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2028,Freund-Buzsaki-1996-347-Hippocampus-Fig17.pdf,figure,611900,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2029,Freund-Buzsaki-1996-347-Hippocampus-Fig17.pdf,figure,611900,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1000,Freund-Buzsaki-1996-347-Hippocampus-Fig17.pdf,figure,611900,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1033,Freund-Buzsaki-1996-347-Hippocampus-Fig18.pdf,figure,611902,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4069,Freund-Buzsaki-1996-347-Hippocampus-Fig18.pdf,figure,611902,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4026,Freund-Buzsaki-1996-347-Hippocampus-Fig18.pdf,figure,611902,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2020,Freund-Buzsaki-1996-347-Hippocampus-Fig18.pdf,figure,611902,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2030,Freund-Buzsaki-1996-347-Hippocampus-Fig18.pdf,figure,611902,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1009,Freund-Buzsaki-1996-347-Hippocampus-Fig18.pdf,figure,611902,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2028,Freund-Buzsaki-1996-347-Hippocampus-Fig18.pdf,figure,611902,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2029,Freund-Buzsaki-1996-347-Hippocampus-Fig18.pdf,figure,611902,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1013,Freund-Buzsaki-1996-347-Hippocampus-Fig18.pdf,figure,611902,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1008,Freund-Buzsaki-1996-347-Hippocampus-Fig18.pdf,figure,611902,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1033,Freund-Buzsaki-1996-347-Hippocampus-Tab2.pdf,table,611904,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1013,Freund-Buzsaki-1996-347-Hippocampus-Tab2.pdf,table,611904,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1010,Freund-Buzsaki-1996-347-Hippocampus-Tab2.pdf,table,611904,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1009,Freund-Buzsaki-1996-347-Hippocampus-Tab2.pdf,table,611904,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1008,Freund-Buzsaki-1996-347-Hippocampus-Tab2.pdf,table,611904,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4035,Freund-Buzsaki-1996-347-Hippocampus-Tab3.pdf,table,611906,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4026,Freund-Buzsaki-1996-347-Hippocampus-Tab3.pdf,table,611906,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4023,Freund-Buzsaki-1996-347-Hippocampus-Tab3.pdf,table,611906,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4013,Freund-Buzsaki-1996-347-Hippocampus-Tab3.pdf,table,611906,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4069,Freund-Buzsaki-1996-347-Hippocampus-Tab3.pdf,table,611906,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4036,Freund-Buzsaki-1996-347-Hippocampus-Tab3.pdf,table,611906,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4037,Freund-Buzsaki-1996-347-Hippocampus-Tab3.pdf,table,611906,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2030,Freund-Buzsaki-1996-347-Hippocampus-Tab4.pdf,table,611908,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2028,Freund-Buzsaki-1996-347-Hippocampus-Tab4.pdf,table,611908,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2029,Freund-Buzsaki-1996-347-Hippocampus-Tab4.pdf,table,611908,,,,
"Frotscher M, Soriano E, Misgeld U", Divergence of hippocampal mossy fibers.,Synapse,1994,8197576,1005,Frotscher-Misgeld-1994-148-Fig2.pdf,figure,612105,,,,
"Frotscher, M., Seress, L., Schwerdtfeger, W.K. and Buhl, E.",The mossy cells of the fascia dentata: A comperative study of their fine structure and synaptic connections in rodents and primates,J. Comp. Neurol.,1991,1744242,1002,Frotscher-Buhl-1991-145-JCompNeurol-Fig1A-B.pdf,figure,612112,,,,
"Fuentealba P, Begum R, Capogna M, Jinno S, Mörton LF, Csicsvari J, Thomson A, Somogyi P, Klausberger T","Ivy cells: a population of nitric-oxide-producing, slow-spiking GABAergic neurons and their involvement in hippocampal network activity",Neuron,2008,18367092,4026,Fuentealba-Klausberger-2008-917-Neuron-Fig2A.pdf,figure,611139,,,,
"Fuentealba P, Begum R, Capogna M, Jinno S, Mörton LF, Csicsvari J, Thomson A, Somogyi P, Klausberger T","Ivy cells: a population of nitric-oxide-producing, slow-spiking GABAergic neurons and their involvement in hippocampal network activity",Neuron,2008,18367092,4026,Fuentealba-Klausberger-2008-917-Neuron-Fig6A.pdf,figure,611142,,,,
"Fuentealba P, Klausberger T, Karayannis T, Suen WY, Huck J, Tomioka R, Rockland K, Capogna M, Studer M, Morales M, Somogyi P",Expression of COUP-TFII Nuclear Receptor in Restricted GABAergic Neuronal Populations in the Adult Rat Hippocampus,The Journal of Neuroscience,2010,20130170,4011,Fuentealba-Somogyi-2010-1595-JNeurosci-Fig6B.pdf,figure,612117,,,,
"Fuentealba P, Tomioka R, Dalezios Y, Marton LF, Studer M, Rockland K, Klausberger T, Somogyi P",Rhythmically Active Enkephalin-Expressing GABAergic Cells in the CA1 Area of the Hippocampus Project to the Subiculum and Preferentially Innervate Interneurons,J Neuroscience,2008,18829959,4041,Fuentealba-Somogyi-2008-10017-JNeurosci-Fig2C.pdf,figure,611154,,,,
"Ganter P, Somogyi P",Properties of Horizontal Axo-axonic Cells in Stratum Oriens of the Hippocampal CA1 Area of Rats In Vitro,Hippocampus,2004,15098728,4038,Ganter-Somogyi-2004-232-Hippocampus-Fig1A-B.pdf,figure,612129,,,,
