"Computational models of hippocampal neurons","1992"
"A computational model of episodic memory formation in the hippocampal system","0"
"Rebound spiking in layer II medial entorhinal cortex stellate cells: possible mechanism of grid cell function","0"
"A distinct entorhinal cortex to hippocampal CA1 direct circuit for olfactory associative learning","0"
"Hippocampal and neocortical contributions to memory: Advances in the complementary learning systems framework","0"
"Computational modeling of the effects of amyloid-beta on release probability at hippocampal synapses","0"
"The dendrites of CA2 and CA1 pyramidal neurons differentially regulate information flow in the cortico-hippocampal circuit","0"
"Single granule cells reliably discharge targets in the hippocampal CA3 network in vivo","0"
"Multiple running speed signals in medial entorhinal cortex","0"
"Neural mechanisms of binding in the hippocampus and neocortex: insights from computational models.","2006"
"Excitation and inhibition compete to control spiking during hippocampal ripples: intracellular study in behaving mice","2014"
"Role of potassium lateral diffusion in non-synaptic epilepsy: a computational study","0"
"The hippocampus as an associator of discontiguous events","0"
"Computational study of hippocampal-septal theta rhythm changes due to beta-amyloid-altered ionic channels","0"
"Influence of slow oscillation on hippocampal activity and ripples through cortico-hippocampal synaptic interactions, analyzed by a cortical-CA3-CA1 network …","0"
"A Ca2+-based computational model for NMDA receptor-dependent synaptic plasticity at individual post-synaptic spines in the hippocampus","0"
"New neurons and new memories: how does adult hippocampal neurogenesis affect learning and memory?","0"
"Interpreting hippocampal function as recoding and forecasting","0"
"Hippocampal mechanisms for the context-dependent retrieval of episodes","0"
"The boundary vector cell model of place cell firing and spatial memory","0"
"Pattern separation in the hippocampus through the eyes of computational modeling","0"
"Topography-dependent spatio-temporal correlations in the entorhinal-dentate-CA3 circuit in a large-scale computational model of the Rat Hippocampus","2015"
"Full View","0"
"Postnatal development of the hyperpolarization-activated excitatory current Ih in mouse hippocampal pyramidal neurons","2002"
"A computational model of the interaction between external and internal cues for the control of hippocampal place cells","0"
"Full View","0"
"Memristor-CMOS Hybrid Circuit for Temporal-Pooling of Sensory and Hippocampal Responses of Cortical Neurons","0"
"Full View","0"
"Three-dimensional structure of CA1 pyramidal cells in rat hippocampus--optical recording of LSM and computer simulation of fractal structure.","1995"
"Discovery and validation of biomarkers based on computational models of normal and pathological hippocampal rhythms","2015"
"Design of a programmable pulse-coded neural processor for hippocampal region","1998"
"Instability in a hippocampal neural network","0"
"Effects of dendritic morphology on CA3 pyramidal cell electrophysiology: a simulation study","0"
"Reconstruction of hippocampal CA1 pyramidal cell electrophysiology by computer simulation","0"
"A computational theory of the hippocampal cognitive map","0"
"Hippocampus, cortex, and basal ganglia: Insights from computational models of complementary learning systems","0"
"NMDA-dependent modulation of CA1 local circuit inhibition","0"
"Simulation of hippocampal afterdischarges synchronized by electrical interactions","0"
"FPGA implementation of hippocampal spiking network and its real-time simulation on dynamical neuromodulation of oscillations","0"
"Hippocampal CA1 spiking during encoding and retrieval: relation to theta phase","0"
"A computational approach to hippocampal function","0"
"Transitivity, flexibility, conjunctive representations, and the hippocampus. II. A computational analysis","0"
"Modeling goal-directed spatial navigation in the rat based on physiological data from the hippocampal formation","0"
"Intrinsic membrane properties determine hippocampal differential firing pattern in vivo in anesthetized rats","0"
"Implementation of the excitatory entorhinal-dentate-CA3 topography in a large-scale computational model of the rat hippocampus","2014"
"Computational experiments support a competitive function in the CA3 region of the hippocampus","0"
"Hippocampal CA3 region predicts memory sequences: accounting for the phase precession of place cells.","0"
"Mechanism of graded persistent cellular activity of entorhinal cortex layer v neurons","0"
"Computer models of hippocampal circuit changes of the kindling model of epilepsy","0"
"Surviving threats: neural circuit and computational implications of a new taxonomy of defensive behaviour","0"
"Axonal filtering allows reliable output during dendritic plateau-driven complex spiking in CA1 neurons","0"
"An attractor network in the hippocampus: theory and neurophysiology","2007"
"A model of theta rhythm production in the septal‐hippocampal system and its modulation by ascending brain stem pathways","0"
"Data‐driven integration of hippocampal CA1 synaptic physiology in silico","0"
"The role of BK-type Ca2+-dependent K+ channels in spike broadening during repetitive firing in rat hippocampal pyramidal cells","0"
"Hippocampus function modeling with neural network","2009"
"Neuronal computations underlying the firing of place cells and their role in navigation","0"
"Using immediate-early genes to map hippocampal subregional functions","2007"
"Age-related memory deficits linked to circuit-specific disruptions in the hippocampus","2011"
"Space in the brain: how the hippocampal formation supports spatial cognition","0"
"Models of place and grid cell firing and theta rhythmicity","0"
"Circuit-specific alterations in hippocampal synaptophysin immunoreactivity predict spatial learning impairment in aged rats","2000"
"The amyloid precursor protein C-terminal domain alters CA1 neuron firing, modifying hippocampus oscillations and impairing spatial memory encoding","0"
"The positional firing properties of medial entorhinal neurons: description and comparison with hippocampal place cells","1992"
"On the mechanisms underlying the depolarization block in the spiking dynamics of CA1 pyramidal neurons","0"
"Circuit mechanisms underlying memory encoding and retrieval in the long axis of the hippocampal formation","0"
"FPGA-based spiking neural network with hippocampal oscillation dynamics towards biologically meaningful prostheses","2018"
"Tau and amyloid-related pathologies in the entorhinal cortex have divergent effects in the hippocampal circuit","0"
"Computational simulation of dentate gyrus granule cell—The role of metaplasticity","0"
"Computational models of dentate gyrus with epilepsy-induced morphological alterations in granule cells","0"
"Interpreting neuronal population activity by reconstruction: unified framework with application to hippocampal place cells","0"
"Functional connectivity of the entorhinal–hippocampal space circuit","0"
"A pathophysiological framework of hippocampal dysfunction in ageing and disease","0"
"Matching storage and recall: hippocampal spike timing–dependent plasticity and phase response curves","0"
"A sequence predicting CA3 is a flexible associator that learns and uses context to solve hippocampal‐like tasks","0"
"Properties of carbachol-induced oscillatory activity in rat hippocampus","0"
"Deciphering the role of CA1 inhibitory circuits in sharp wave-ripple complexes","0"
"Interactions between location and task affect the spatial and directional firing of hippocampal neurons","0"
"Learning in a geometric model of place cell firing","0"
"Enhanced synaptic connectivity in the dentate gyrus during epileptiform activity: network simulation","0"
"Calcium control of triphasic hippocampal STDP","0"
"Organization of Activity of Hippocampal Pyramidal Neurons under Coactivation of Dendritic Glutamate-and GABA-Sensitive Receptors: a Simulation Study","0"
"Event-driven simulation scheme for spiking neural networks using lookup tables to characterize neuronal dynamics","0"
"Parvalbumin-positive basket cells differentiate among hippocampal pyramidal cells","0"
"Advances in high-resolution imaging and computational unfolding of the human hippocampus","0"
"Modeling the spontaneous reactivation of experience‐specific hippocampal cell assembles during sleep","0"
"The computational influence of neurogenesis in the processing of spatial information in the dentate gyrus","0"
"In vivo imaging of dentate gyrus mossy cells in behaving mice","0"
"Long‐lasting intrinsic persistent firing in rat CA1 pyramidal cells: A possible mechanism for active maintenance of memory","0"
"Entorhinal cortex grid cells can map to hippocampal place cells by competitive learning","0"
"Population dynamics and theta rhythm phase precession of hippocampal place cell firing: a spiking neuron model","0"
"The sync/desync model: How a synchronized hippocampus and a desynchronized neocortex code memories","2018"
"Different CA1 and CA3 representations of novel routes in a shortcut situation","2008"
"The hippocampus and cerebellum in adaptively timed learning, recognition, and movement","0"
"Differences in visual-spatial input may underlie different compression properties of firing fields for grid cell modules in medial entorhinal cortex","0"
"Plastic processes in the dentate gyrus: a computational perspective","0"
"… Changes Related to Overproduction of Alzheimerʼs Amyloid-β Alter Synchronized Network Activity in Computational Model of Hippocampal Theta Rhythm Generation","2015"
"Spatial firing patterns of hippocampal complex-spike cells in a fixed environment","1987"
"On the directional firing properties of hippocampal place cells","0"
"“Dead reckoning,” landmark learning, and the sense of direction: a neurophysiological and computational hypothesis","0"
"Interneuron diversity series: circuit complexity and axon wiring economy of cortical interneurons","0"
"A mathematical model of aging-related and cortisol induced hippocampal dysfunction","0"
"Dissociating hippocampal versus basal ganglia contributions to learning and transfer","0"
"Long-term plasticity in hippocampal place-cell representation of environmental geometry","0"
"Intrinsic and network rhythmogenesis in a reduced Traub model for CA3 neurons","0"
"Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice","2012"
"A VLSI neural network processor based on hippocampal model","0"
"Cell type, sub-region, and layer-specific speed representation in the hippocampal–entorhinal circuit","0"
"Grid-cell representations in mental simulation","0"
"Hebbian analysis of the transformation of medial entorhinal grid-cell inputs to hippocampal place fields","0"
"Coupled map lattice simulation of epileptogenesis in hippocampal slices","0"
"… to behavior: entorhinal persistent spiking and membrane potential oscillations may underlie path integration, grid cell firing, and episodic memory","0"
"The spiking component of oscillatory extracellular potentials in the rat hippocampus","2012"
"What is the function of hippocampal theta rhythm?—Linking behavioral data to phasic properties of field potential and unit recording data","0"
"Constructive episodic simulation: Temporal distance and detail of past and future events modulate hippocampal engagement","0"
"Spatial and behavioral correlates of hippocampal neuronal activity: a primer for computational analysis","2010"
"Subregional analysis of hippocampal function in the rat.","2002"
"The input–output transformation of the hippocampal granule cells: from grid cells to place fields","2009"
"Oxytocin enhances hippocampal spike transmission by modulating fast-spiking interneurons","0"
"Computer modeling of hippocampal CA1 pyramidal cells-a tool for in silico experiments","2015"
"Hippocampal theta rhythm and its coupling with gamma oscillations require fast inhibition onto parvalbumin-positive interneurons","2009"
"Neuronal rebound spiking, resonance frequency and theta cycle skipping may contribute to grid cell firing in medial entorhinal cortex","0"
"Pattern separation in the hippocampus","0"
"Memory encoding by theta phase precession in the hippocampal network","0"
"Conjunctive representations in learning and memory: principles of cortical and hippocampal function.","0"
"A double dissociation between hippocampal subfields: differential time course of CA3 and CA1 place cells for processing changed environments","0"
"Computational Neuroanatomy of the Rat Hippocampus: Implications and Applications to Epilepsy","2008"
"A neural network approach to hippocampal function in classical conditioning.","0"
"Neural representation of spatial topology in the rodent hippocampus","0"
"A computationally efficient associative memory model of hippocampus CA3 by spiking neurons","2013"
"Hippocampal-prefrontal circuit and disrupted functional connectivity in psychiatric and neurodegenerative disorders","0"
"Routing of hippocampal ripples to subcortical structures via the lateral septum","0"
"Integration of exteroceptive and interoceptive information within the hippocampus: a computational study","0"
"Large scale simulations of hippocampal-neocortical interactions in a parallel version of genesis","0"
"Computational models of the neural bases of learning and memory","0"
"Transformation of cortical and hippocampal neural circuit by environmental enrichment","0"
"CA1 pyramidal cell diversity enabling parallel information processing in the hippocampus","0"
"Grid cells require excitatory drive from the hippocampus","0"
"A model of hippocampal activity in trace conditioning: Where's the trace?","0"
"Spatial firing properties of hippocampal CA1 populations in an environment containing two visually identical regions","0"
"A neural network model of memory system using hippocampus","0"
"Contribution of Persistent Na+ Current and M-Type K+ Current to Somatic Bursting in CA1 Pyramidal Cells: Combined Experimental and Modeling Study","0"
"Computational models of the spatial and mnemonic functions of the hippocampus.","2007"
"Reactivation of behavioral activity during sharp waves: a computational model for two stage hippocampal dynamics","0"
"Modulation of septo-hippocampal θ activity by GABAA receptors: an experimental and computational approach","0"
"Computational constraints suggest the need for two distinct input systems to the hippocampal CA3 network","0"
"Computational modeling and empirical studies of hippocampal neurogenesis-dependent memory: Effects of interference, stress and depression","0"
"Computational simulation of the input-output relationship in hippocampal pyramidal cells","0"
"V Cutsuridis, BP Graham, S Cobb, I Vida - 2019 - Springer","0"
"Computational modeling of entorhinal cortex","0"
"Full View","0"
"A computational theory of hippocampal function, and empirical tests of the theory","0"
"Simulation of post-synaptic activities in hippocampal cells during theta rhythm","0"
"Circuit oscillations in odor perception and memory","0"
"Dendritic voltage-gated ion channels regulate the action potential firing mode of hippocampal CA1 pyramidal neurons","0"
"I h Tunes Theta/Gamma Oscillations and Cross-Frequency Coupling In an In Silico CA3 Model","0"
"Experience-dependent asymmetric shape of hippocampal receptive fields","0"
"Long-term synaptic plasticity in hippocampal interneurons","0"
"Replay of neuronal firing sequences in rat hippocampus during sleep following spatial experience","0"
"The medial entorhinal cortex is necessary for temporal organization of hippocampal neuronal activity","0"
"Cortical-hippocampal interactions and cognitive mapping: A hypothesis based on reintegration of the parietal and inferotemporal pathways for visual processing","0"
"Activity dynamics and behavioral correlates of CA3 and CA1 hippocampal pyramidal neurons","0"
"Modeling place cells and grid cells in multi-compartment environments: Entorhinal–hippocampal loop as a multisensory integration circuit","0"
"Computational modeling reveals dendritic origins of GABA A-mediated excitation in CA1 pyramidal neurons","0"
"Reduced excitability in the dentate gyrus network of βIV‐spectrin mutant mice in vivo","0"
"“Keeping on track”: firing of hippocampal neurons during delayed-nonmatch-to-sample performance","2002"
"A behavioral assessment of hippocampal function based on a subregional analysis","0"
"Non-Linear Dynamics Generating Theta Phase Precession in Hippocampal Closed Circuit and Generation of Episodic Memory.","1998"
"Spiking signatures of spontaneous activity bursts in hippocampal cultures","0"
"The generation of time in the hippocampal memory system","0"
"Model of a plausible learning scheme for CA3 Hippocampus","0"
"An integrative model of the intrinsic hippocampal theta rhythm","0"
"Mechanisms of supralinear calcium integration in dendrites of hippocampal CA1 fast-spiking cells","0"
"Conjunctive input processing drives feature selectivity in hippocampal CA1 neurons","0"
"Towards a computational theory of rat navigation","1994"
"A statistical paradigm for neural spike train decoding applied to position prediction from ensemble firing patterns of rat hippocampal place cells","1998"
"Neuronal Ensemble Coding of Spike Trains in the Hippocampus CA3 via Small-world Network.","0"
"Functional Connectivity of Hippocampal CA3 Predicts Neurocognitive Aging via CA1–Frontal Circuit","0"
"Modeling circuit alterations in epilepsy: A focus on mossy cell loss and mossy fiber sprouting in the dentate gyrus","2008"
"The representation of space and the hippocampus in rats, robots and humans","0"
"Modeling place fields in terms of the cortical inputs to the hippocampus","0"
"A biophysical simulation of intrinsic and network properties of entorhinal cortex","0"
"A signature of attractor dynamics in the CA3 region of the hippocampus","0"
"Full View","0"
"Synchronized afterdischarges in the hippocampus: simulation studies of the cellular mechanism","0"
"Dynamic interactions between local surface cues, distal landmarks, and intrinsic circuitry in hippocampal place cells","0"
"Cholinergic Modulation of CA1 Pyramidal Cells via M1 Muscarinic Receptor Activation: A Computational Study at Physiological and Supraphysiological Levels","2018"
"Impaired neurogenesis of the dentate gyrus is associated with pattern separation deficits: A computational study","0"
"Hippocampal CA1 ripples as inhibitory transients","0"
"Latent attractors: a model for context-dependent place representations in the hippocampus","0"
"The inhibitory control of pyramidal cell discharge in a neural network simulation of a local circuit in hippocampus area CA1","0"
"CA3 retrieves coherent representations from degraded input: direct evidence for CA3 pattern completion and dentate gyrus pattern separation","0"
"Modeling of context-dependent retrieval in hippocampal region CA1: implications for cognitive function in schizophrenia","0"
"Hmsnn: hippocampus inspired memory spiking neural network","2016"
"An oscillatory interference model of grid cell firing","0"
"A Goal-Directed Behavioral Learning Model Based on Hippocampal-Striatal Circuit","2020"
"Hippocampal sequence-encoding driven by a cortical multi-item working memory buffer","0"
"Modeling hippocampal and neocortical contributions to recognition memory: a complementary-learning-systems approach.","0"
"Dynamics of the hippocampus: Multiple strategies","1998"
"Plasticity of directional place fields in a model of rodent CA3","0"
"Memory trace reactivation in hippocampal and neocortical neuronal ensembles","0"
"Robust self-localisation and navigation based on hippocampal place cells","0"
"A spiking-network cognitive architecture inspired by the hippocampus","0"
"Nonrandom connectivity of the epileptic dentate gyrus predicts a major role for neuronal hubs in seizures","2008"
"Computational models of epileptiform activity","0"
"Speed cells in the medial entorhinal cortex","0"
"A computational model of the hippocampus that represents environmental structure and goal location, and guides movement","0"
"Rhythmogenesis in single cells and population models: Olfactory bulb and hippocampus","0"
"Updating hippocampal representations: CA2 joins the circuit","0"
"Attractor neural network models of spatial maps in hippocampus","0"
"Targeting adult neurogenesis to optimize hippocampal circuits in aging","0"
"Tonic GABAA conductance bidirectionally controls interneuron firing pattern and synchronization in the CA3 hippocampal network","2014"
"Reverse stochastic resonance in a hippocampal CA1 neuron model","2013"
"How does the brain solve the computational problems of spatial navigation?","2014"
"Preconfigured, skewed distribution of firing rates in the hippocampus and entorhinal cortex","0"
"Differences in mnemonic processing by neurons in the human hippocampus and parahippocampal regions","0"
"A unified mathematical framework for coding time, space, and sequences in the hippocampal region","2014"
"Distinct memory circuits composing the hippocampal region","0"
"Mode shifting between storage and recall based on novelty detection in oscillating hippocampal circuits","0"
"Enhancing the performance of a hippocampal model by increasing variability early in learning","0"
"Cholinergic modulation of cognitive processing: insights drawn from computational models","0"
"A neural model of hippocampal–striatal interactions in associative learning and transfer generalization in various neurological and psychiatric patients","0"
"Full View","0"
"What is the mammalian dentate gyrus good for?","0"
"Bridging the gap: integrating cellular and functional magnetic resonance imaging studies of the hippocampus","0"
"Model-based analysis of electrode placement and pulse amplitude for hippocampal stimulation","0"
"Maps, routes, and the hippocampus: a neural network approach","0"
"Grid cells without theta oscillations in the entorhinal cortex of bats","0"
"Generalization through the recurrent interaction of episodic memories: a model of the hippocampal system.","0"
"Timing of consecutive traveling pulses in a model of entorhinal cortex","2003"
"Relating hippocampal circuitry to function: recall of memory sequences by reciprocal dentate–CA3 interactions","0"
"Operation and plasticity of hippocampal CA3 circuits: implications for memory encoding","0"
"Computer simulations of morphologically reconstructed CA3 hippocampal neurons","0"
"A proposed function for hippocampal theta rhythm: separate phases of encoding and retrieval enhance reversal of prior learning","0"
"A circuit-level model of hippocampal place field dynamics modulated by entorhinal grid and suppression-generating cells","0"
"Entorhinal theta phase precession sculpts dentate gyrus place fields","0"
"Using a speech perception neural network computer simulation to contrast neuroanatomic versus neuromodulatory models of auditory hallucinations","0"
"The role of the CA3 hippocampal subregion in spatial memory: a process oriented behavioral assessment","0"
"The division of labor between the neocortex and hippocampus","2004"
"Hippocampus-independent phase precession in entorhinal grid cells","0"
"Path integration and cognitive mapping in a continuous attractor neural network model","1997"
"Dendritic I h normalizes temporal summation in hippocampal CA1 neurons","0"
"A model of hippocampal CA3 circuitry","0"
"Oscillatory dynamics in the hippocampus support dentate gyrus–CA3 coupling","0"
"Behavioral functions of the CA3 subregion of the hippocampus","2007"
"Role of the hippocampus in temporal and spatial navigation: An adaptive neural network","0"
"A neural network model of the cortico-hippocampal interplay and the representation of contexts","0"
"Diversity in neural firing dynamics supports both rigid and learned hippocampal sequences","0"
"Gamma oscillations dynamically couple hippocampal CA3 and CA1 regions during memory task performance","0"
"Gamma oscillatory firing reveals distinct populations of pyramidal cells in the CA1 region of the hippocampus","2008"
"Spike-timing-dependent plasticity of inhibitory synapses in the entorhinal cortex","0"
"A model of spatial map formation in the hippocampus of the rat","0"
"Reconstruction of hippocampal granule cell electrophysiology by computer simulation","0"
"Computational principles of learning in the neocortex and hippocampus","0"
"A computational theory of hippocampal function, and tests of the theory: new developments","0"
"GABAB modulation improves sequence disambiguation in computational models of hippocampal region CA3","0"
"Two‐phase computational model training long‐term memories in the entorhinal‐hippocampal region","0"
"Using hippocampal-striatal loops for spatial navigation and goal-directed decision-making","0"
"JM Bower - 2012 - books.google.com","0"
"Unification of hippocampal function via computational/encoding considerations","0"
"Theta phase precession emerges from a hybrid computational model of a CA3 place cell","0"
"Gamma oscillation by synaptic inhibition in a hippocampal interneuronal network model","1996"
"Behavior of a Hippocampal Spiking Network and FPGA Implementation","2019"
"The mechanism of rate remapping in the dentate gyrus","0"
"Heterosynaptic metaplastic regulation of synaptic efficacy in CA1 pyramidal neurons of rat hippocampus","0"
"The race to learn: spike timing and STDP can coordinate learning and recall in CA3","0"
"High-frequency network oscillation in the hippocampus","0"
"Firing properties of hippocampal neurons in a visually symmetrical environment: contributions of multiple sensory cues and mnemonic processes","1990"
"Self-sustaining non-repetitive activity in a large scale neuronal-level model of the hippocampal circuit","0"
"Inhibitory synaptic plasticity regulates pyramidal neuron spiking in the rodent hippocampus","0"
"A COMPUTATIONAL MODEL OF RELATIONAL MEMORY BINDING IN THE HIPPOCAMPUS","0"
"A model for navigation in unknown environments based on a reservoir of hippocampal sequences","0"
"Tuning of synaptic integration in the medial entorhinal cortex to the organization of grid cell firing fields","0"
"Spatially distributed local fields in the hippocampus encode rat position","0"
"Improving the Izhikevich Model Based on Rat Basolateral Amygdala and Hippocampus Neurons, and Recognizing Their Possible Firing Patterns","0"
"Simple models of quantitative firing phenotypes in hippocampal neurons: Comprehensive coverage of intrinsic diversity","0"
"Comparison of population coherence of place cells in hippocampal subfields CA1 and CA3","0"
"Dynamic circuit motifs underlying rhythmic gain control, gating and integration","0"
"Computational influence of adult neurogenesis on memory encoding","0"
"Tracking the flow of hippocampal computation: Pattern separation, pattern completion, and attractor dynamics","0"
"Coincidence detection of place and temporal context in a network model of spiking hippocampal neurons","0"
"A simple network model simulates hippocampal place fields: parametric analyses and physiological predictions.","0"
"RGS14 is a natural suppressor of both synaptic plasticity in CA2 neurons and hippocampal-based learning and memory","2010"
"Hippocampal anatomy supports the use of context in object recognition: a computational model","0"
"Behavioral time scale synaptic plasticity underlies CA1 place fields","0"
"What can the hippocampal representation of environmental geometry tell us about Hebbian learning?","0"
"Neural dynamics of the cognitive map in the hippocampus","0"
"Neuronal code for extended time in the hippocampus","0"
"Considerations arising from a complementary learning systems perspective on hippocampus and neocortex","0"
"Near real-time hippocampus segmentation using patch-based canonical neural network","2018"
"Reversed and forward buffering of behavioral spike sequences enables retrospective and prospective retrieval in hippocampal regions CA3 and CA1","0"
"Subthreshold dendritic signal processing and coincidence detection in dentate gyrus granule cells","2007"
"From hippocampus to V1: Effect of LTP on spatio-temporal dynamics of receptive fields","0"
"The double dipole model of theta rhythm generation: simulation of laminar field potential profiles in dorsal hippocampus of the rat","0"
"Hippocampus, theta, and spatial memory","0"
"Low-dimensional maps encoding dynamics in entorhinal cortex and hippocampus","0"
"Synchronization in hybrid neuronal networks of the hippocampal formation","0"
"The mechanisms for pattern completion and pattern separation in the hippocampus","0"
"Axonal properties determine somatic firing in a model of in vitro CA1 hippocampal sharp wave/ripples and persistent gamma oscillations","0"
"How vision and movement combine in the hippocampal place code","2013"
"Cell-type–specific modulation of intrinsic firing properties and subthreshold membrane oscillations by the M (Kv7)-current in neurons of the entorhinal cortex","0"
"The effect of nicotine on spiking activity and Ca2+ dynamics of dendritic spines in rat CA1 pyramidal neurons","0"
"Coordinated memory replay in the visual cortex and hippocampus during sleep","0"
"Dynamics and function of a CA1 model of the hippocampus during theta and ripples","2010"
"The hippocampus book","2006"
"The hippocampus","0"
"Slow and fast inhibition and an H-current interact to create a theta rhythm in a model of CA1 interneuron network","0"
"The hippocampus and imagining the future: where do we stand?","0"
"Simulation of epileptiform activity in the hippocampus using transputers","0"
"The mechanism of abrupt transition between theta and hyper-excitable spiking activity in medial entorhinal cortex layer II stellate cells","0"
"A role for synaptic inputs at distal dendrites: instructive signals for hippocampal long-term plasticity","0"
"A computational model for spatial working memory deficits in schizophrenia","0"
"Encoding and retrieval in a model of the hippocampal CA1 microcircuit","0"
"Theta sequences are essential for internally generated hippocampal firing fields","0"
"Modeling sharp wave‐ripple complexes through a CA3‐CA1 network model with chemical synapses","0"
"A prefrontal–thalamo–hippocampal circuit for goal-directed spatial navigation","0"
"Muscarinic modulation of the oscillatory and repetitive firing properties of entorhinal cortex layer II neurons","0"
"Hippocampal place fields are altered by the removal of single visual cues in a distance-dependent manner.","0"
"Psychobiological models of hippocampal function in learning and memory","0"
"Cognitive maps beyond the hippocampus","0"
"Computational models of epilepsy","0"
"Distinct nonuniform cable properties optimize rapid and efficient activation of fast-spiking GABAergic interneurons","2010"
"Graded persistent activity in entorhinal cortex neurons","0"
"Inhibitory control of sensory gating in a computer model of the CA3 region of the hippocampus","0"
"A spiking-neuron model of memory encoding and replay in hippocampus","0"
"Quantitative firing pattern phenotyping of hippocampal neuron types","0"
"Firing rates of hippocampal neurons are preserved during subsequent sleep episodes and modified by novel awake experience","2001"
"Simulations of Learning, Memory, and Forgetting Processes with Model of CA1 Region of the Hippocampus","0"
"Cholinergic deafferentation of the entorhinal cortex in rats impairs encoding of novel but not familiar stimuli in a delayed nonmatch-to-sample task","0"
"Theta Phase Coding in Human Hippocampus: A Combined Approach of a Computational Model and Human Brain Activity Analyses","2007"
"Hippocampal place-cell firing during movement in three-dimensional space","0"
"Biologically realistic simulation of a part of hippocampal CA3: Generation of testdata for the evaluation of spike detection algorithms","2002"
"Full View","0"
"Theta oscillations in the hippocampus","0"
"Spatial representation in the hippocampal formation: a history","0"
"Differential effects of short-and long-term potentiation on cell firing in the CA1 region of the hippocampus","0"
"A quantitative theory of the functions of the hippocampal CA3 network in memory","0"
"Differential behavioral state-dependence in the burst properties of CA3 and CA1 neurons","0"
"Cortical travelling waves: mechanisms and computational principles","0"
"Deciphering the hippocampal polyglot: the hippocampus as a path integration system.","0"
"Slow integration leads to persistent action potential firing in distal axons of coupled interneurons","0"
"Functional differences in Na+ channel gating between fast-spiking interneurones and principal neurones of rat hippocampus.","0"
"Hippocampal remapping and grid realignment in entorhinal cortex","0"
"Modeling the dentate gyrus","0"
"Intrinsic membrane potential oscillations in hippocampal neurons in vitro","0"
"Representation of geometric borders in the entorhinal cortex","0"
"Pattern separation, completion, and categorisation in the hippocampus and neocortex","0"
"Role of GABAergic inhibition in hippocampal network oscillations","0"
"Spatial information outflow from the hippocampal circuit: distributed spatial coding and phase precession in the subiculum","2012"
"Forgetting at biologically realistic levels of neurogenesis in a large-scale hippocampal model","0"
"The physiological variability of channel density in hippocampal CA1 pyramidal cells and interneurons explored using a unified data-driven modeling workflow","0"
"Nucleus accumbens, entorhinal cortex and latent inhibition: a neural network model","0"
"Simulation of gamma rhythms in networks of interneurons and pyramidal cells","0"
"A computational model of supervised learning in the hippocampal area CA1","2009"
"CAST: A multi-scale convolutional neural network based automated hippocampal subfield segmentation toolbox","0"
"Effects of β-catenin on dendritic morphology and simulated firing patterns in cultured hippocampal neurons","0"
"Hippocampal replay contributes to within session learning in a temporal difference reinforcement learning model","0"
"Cell type-specific firing during ripple oscillations in the hippocampal formation of humans","2008"
"Differential responses of hippocampal subfields to cortical up–down states","2007"
"A Neural Network Model of Cortical Information Processing in Schizophrenia II-Role of Hippocampal-Cortical Interaction: A Review and a Model","0"
"Computational models of grid cells","0"
"Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop","0"
"A computational model of hippocampal place fields.","0"
"Full View","0"
"Laminar selectivity of the cholinergic suppression of synaptic transmission in rat hippocampal region CA1: computational modeling and brain slice physiology","0"
"Spread of synchronous firing in longitudinal slices from the CA3 region of the hippocampus","0"
"A computational model of pattern separation efficiency in the dentate gyrus with implications in schizophrenia","0"
"A computational study on plasticity during theta cycles at S chaffer collateral synapses on CA1 pyramidal cells in the hippocampus","0"
"Pharmacological and computational analysis of alpha-subunit preferential GABAA positive allosteric modulators on the rat septo-hippocampal activity","0"
"Simulation of the currents involved in rhythmic oscillations in thalamic relay neurons","0"
"Pattern Separation in a Spiking Neural Network of Hippocampus Robust to Imbalanced Excitation/Inhibition","2018"
"A dual mode FPGA design for the hippocampal prosthesis","2012"
"A comparison of the firing properties of putative excitatory and inhibitory neurons from CA1 and the entorhinal cortex","0"
"Subicular cells generate similar spatial firing patterns in two geometrically and visually distinctive environments: comparison with hippocampal place cells","0"
"Place-selective firing of CA1 pyramidal cells during sharp wave/ripple network patterns in exploratory behavior","0"
"Distinct ensemble codes in hippocampal areas CA3 and CA1","0"
"Hippocampal episode fields develop with learning","0"
"Full View","0"
"Pattern separation of spiketrains in hippocampal neurons","0"
"On the computational power of winner-take-all","0"
"Hippocampal information processing across sleep/wake cycles","0"
"Model-based asessment of an in-vivo predictive relationship from CA1 to CA3 in the rodent hippocampus","0"
"Theta-modulated place-by-direction cells in the hippocampal formation in the rat","2004"
"A model of gamma‐frequency network oscillations induced in the rat CA3 region by carbachol in vitro","0"
"Single-trial phase precession in the hippocampus","2009"
"Manipulation of hippocampal CA3 firing via luminopsins modulates spatial and episodic short-term memory, especially working memory, but not long-term memory","0"
"Spatial processing in the brain: the activity of hippocampal place cells","0"
"The nucleus reuniens of the thalamus sits at the nexus of a hippocampus and medial prefrontal cortex circuit enabling memory and behavior","2019"
"Adult neurogenesis modifies excitability of the dentate gyrus","0"
"A simple network model simulates hippocampal place fields: II. Computing goal-directed trajectories and memory fields.","0"
"Identification of network-level coding units for real-time representation of episodic experiences in the hippocampus","2005"
"Encoding and retrieval of episodic memories: role of cholinergic and GABAergic modulation in the hippocampus","0"
